TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Social worker,62,62,,,Ratio of FTE hours per resident,24,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Social worker,62,62,,,Ratio of FTE hours per resident,24,2022,2,0.1,0,0.1,0.1,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,62.2,0.1,62,62.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,22.4,0.1,22.3,22.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,11.6,0.1,11.5,11.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,,,,,---,"FN_NPALS20,NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,3.8,0,3.7,3.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves residents with dementia,68,68,,,"Percent of providers, crude",4,2020,1,0.3,0.1,0.3,0.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia care and only serves residents with dementia,68,68,,,"Percent of providers, crude",4,2022,2,0.3,0,0.2,0.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves residents with and without dementia,74,74,,,"Percent of providers, crude",4,2020,1,13.2,0.3,12.7,13.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Dementia care,36,36,Specializes in dementia and serves residents with and without dementia,74,74,,,"Percent of providers, crude",4,2022,2,13.1,0.3,12.6,13.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Dietary and nutritional,76,76,,,"Percent of providers, crude",4,2022,2,75.6,0.4,74.9,76.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Hospice,78,78,,,"Percent of providers, crude",4,2022,2,74,0.4,73.3,74.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Mental health or counseling,80,80,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Pharmaceutical,82,82,,,"Percent of providers, crude",4,2022,2,60.6,0.4,59.8,61.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,"Physical, occupational, or speech therapy",84,84,,,"Percent of providers, crude",4,2022,2,95.1,0.2,94.7,95.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Skilled nursing,86,86,,,"Percent of providers, crude",4,2022,2,100,,,,~~,"NA_NPALS26,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2020,1,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Nursing home,6,Healthcare capacity,160,Other Characteristic,4,Services provided,38,38,Social work,88,88,,,"Percent of providers, crude",4,2022,2,89.4,0.3,88.9,89.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2020,1,30600,100,30300,30800,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Total,0,Total,0,0,Total,0,0,,,Number of providers,18,2022,2,32200,1090,30090,34400,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2020,1,84.6,0.6,83.3,85.8,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Metropolitan,6,6,,,"Percent of total providers, crude",2,2022,2,80.6,3.5,72.8,86.6,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2020,1,8.9,0.6,7.9,10,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Micropolitan,8,8,,,"Percent of total providers, crude",2,2022,2,9.1,2.1,5.8,14.2,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2020,1,6.5,0.4,5.7,7.4,,"FN_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Metropolitan statistical area,2,2,Neither,10,10,,,"Percent of total providers, crude",2,2022,2,,,,,*,"FN_NPALS22,NA_NPALS08,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2020,1,7.8,0,7.8,7.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Northeast,12,12,,,"Percent of total providers, crude",2,2022,2,8.2,0.3,7.7,8.8,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2020,1,24.5,0.2,24.1,24.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,Midwest,14,14,,,"Percent of total providers, crude",2,2022,2,24.9,1.2,22.6,27.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2020,1,28,0.2,27.6,28.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,South,16,16,,,"Percent of total providers, crude",2,2022,2,25.4,2.1,21.4,29.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2020,1,39.7,0.2,39.3,40.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Geographic Characteristic,2,Region,4,4,West,18,18,,,"Percent of total providers, crude",2,2022,2,41.5,1.6,38.5,44.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Licensed beds,10,10,Total,2,2,,,"Number of beds, total",8,2020,1,1197600,21800,1154900,1240300,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Licensed beds,10,10,Total,2,2,,,"Number of beds, total",8,2022,2,1313600,26300,1261900,1365300,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Licensed beds,10,10,Total,16,16,,,"Number of beds, average",10,2020,1,39,1,38,41,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Licensed beds,10,10,Total,16,16,,,"Number of beds, average",10,2022,2,41,1,38,43,,"FN_NPALS12,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,Total,20,20,,,"Number of residents, daily average",16,2020,1,27,1,26,28,,"FN_NPALS16,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,Total,20,20,,,"Number of residents, daily average",16,2022,2,31,1,29,33,,"FN_NPALS18,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,1-25 residents,34,34,,,"Percent of total providers, crude",2,2020,1,64.7,0.5,63.7,65.7,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,1-25 residents,34,34,,,"Percent of total providers, crude",2,2022,2,61,1.6,57.9,64.1,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,26-100 residents,36,36,,,"Percent of total providers, crude",2,2020,1,32.5,0.5,31.4,33.5,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,26-100 residents,36,36,,,"Percent of total providers, crude",2,2022,2,34.8,1.5,31.9,37.8,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,≥101 residents,38,38,,,"Percent of total providers, crude",2,2020,1,2.9,0.2,2.5,3.3,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Number of residents,16,16,≥101 residents,38,38,,,"Percent of total providers, crude",2,2022,2,4.2,0.4,3.4,5.1,,"FN_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2020,1,43.6,0.9,41.8,45.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicaid,40,40,,,"Percent of providers, crude",4,2022,2,44.8,5.5,34.5,55.7,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2020,1,,,,,...,"NA_NPALS14,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Certification,18,18,Medicare,42,42,,,"Percent of providers, crude",4,2022,2,,,,,---,"NA_NPALS10,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2020,1,61.4,1.1,59.2,63.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Chain affiliated,20,20,Total,44,44,,,"Percent of providers, crude",4,2022,2,57.3,6.4,44.5,69.1,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2020,1,81.9,0.8,80.4,83.3,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,For profit,46,46,,,"Percent of total providers, crude",2,2022,2,81.5,2.8,75.4,86.4,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2020,1,1.1,0.2,0.7,1.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Government and other,48,48,,,"Percent of total providers, crude",2,2022,2,1.1,0.3,0.6,1.9,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2020,1,17.1,0.7,15.7,18.6,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Type of ownership,22,22,Nonprofit,50,50,,,"Percent of total providers, crude",2,2022,2,17.4,2.8,12.6,23.5,,"NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2020,1,376400,7600,361600,391200,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Full time nursing and social work employees,24,24,Total,52,52,,,Number of employees,20,2022,2,455900,25300,406300,505500,+,"FN_NPALS20,NA_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2020,1,57.3,1,55.3,59.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Activities director,54,54,,,"Percent of providers, crude",4,2022,2,55.5,4.5,46.5,64.1,++,"FN_NPALS20,NA_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2020,1,84.8,1,82.9,86.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Aide,56,56,,,"Percent of providers, crude",4,2022,2,,,,,*,"FN_NPALS20,NA_NPALS08,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2020,1,40.7,0.9,38.9,42.5,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Licensed practical or vocational nurse,58,58,,,"Percent of providers, crude",4,2022,2,33.9,2.6,29,39.2,++,"FN_NPALS20,NA_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2020,1,43.3,1,41.3,45.3,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Registered nurse,60,60,,,"Percent of providers, crude",4,2022,2,29.6,3.4,23.3,36.6,++,"FN_NPALS20,NA_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2020,1,6.4,0.4,5.6,7.3,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,At least one full time equivalent employee,26,26,Social worker,62,62,,,"Percent of providers, crude",4,2022,2,9.3,2,6,14,++,"FN_NPALS20,NA_NPALS22,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Activities director,54,54,,,Ratio of FTE hours per resident,24,2020,1,0.4,0,0.3,0.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Activities director,54,54,,,Ratio of FTE hours per resident,24,2022,2,,,,,*,"FN_NPALS20,NA_NPALS08,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Aide,56,56,,,Ratio of FTE hours per resident,24,2020,1,3.6,0.1,3.5,3.8,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Aide,56,56,,,Ratio of FTE hours per resident,24,2022,2,3.8,0.5,2.8,4.8,+,"FN_NPALS20,NA_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per resident,24,2020,1,0.4,0,0.3,0.4,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Licensed practical or vocational nurse,58,58,,,Ratio of FTE hours per resident,24,2022,2,0.3,0.1,0.2,0.4,+,"FN_NPALS20,NA_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Registered nurse,60,60,,,Ratio of FTE hours per resident,24,2020,1,0.5,0,0.4,0.5,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Registered nurse,60,60,,,Ratio of FTE hours per resident,24,2022,2,0.3,0.1,0.2,0.4,+,"FN_NPALS20,NA_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Social worker,62,62,,,Ratio of FTE hours per resident,24,2020,1,0,0,0,0,~,"FN_NPALS20,NA_NPALS18,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,Daily FTE employee hours per resident,32,32,Social worker,62,62,,,Ratio of FTE hours per resident,24,2022,2,,,,,*,"FN_NPALS20,NA_NPALS08,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,75.4,0.8,73.9,76.9,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Aide,56,56,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,75.4,1.5,72.3,78.4,+,"FN_NPALS20,NA_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,11.6,0.5,10.7,12.6,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Licensed practical or vocational nurse,58,58,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,11.9,0.8,10.3,13.5,+,"FN_NPALS20,NA_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,12.5,0.8,11,14,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Registered nurse,60,60,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,11.9,1.5,9,14.7,+,"FN_NPALS20,NA_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2020,1,0.5,0,0.4,0.5,,"FN_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
Post-acute and long-term care providers:,Residential care community,7,Healthcare capacity,160,Other Characteristic,4,FTE employee type,34,34,Social worker,62,62,,,"Percent of total nursing and social work FTE employees, crude",26,2022,2,0.9,0.2,0.5,1.2,+,"FN_NPALS20,NA_NPALS20,NT_NPALS01,NT_NPALS14,SC_NPALS12"
